CORPORATE BANKS,,,,,,,,,,
Macquarie Bank,Corporate / other ADI,Revolving Credit Facility,Authorised corporate borrower,Corporate/legal status must be acceptable,Facility-specific collateral/leverage,"$500,000+ / negotiated",Negotiated,Audited financials and forecasts required,Debt service / covenant capacity assessed,Corporate credit assessment required
Macquarie Bank,Corporate / other ADI,Secured Personal Loan,18,Accepted residency/legal status required,No deposit if unsecured; security if applicable,"$5,000-$100,000",Up to 7 years,Regular verifiable income required,Must pass affordability assessment,Acceptable credit history; adverse events may require manual review
Macquarie Bank,Corporate / other ADI,SMSF / Self-Managed Super Property Loan,18,Accepted residency/legal status required,10% demo minimum; >80% LVR extra review,"$50,000-$2,000,000",Up to 30 years,Regular verifiable income required,Must pass serviceability assessment,Acceptable credit history; adverse events may require manual review
Macquarie Bank,Corporate / other ADI,Trade Finance,Authorised corporate borrower,Corporate/legal status must be acceptable,Facility-specific collateral/leverage,"$500,000+ / negotiated",Negotiated,Audited financials and forecasts required,Debt service / covenant capacity assessed,Corporate credit assessment required
Macquarie Bank,Corporate / other ADI,Unsecured Personal Loan,18,Accepted residency/legal status required,No deposit if unsecured; security if applicable,"$5,000-$100,000",Up to 7 years,Regular verifiable income required,Must pass affordability assessment,Acceptable credit history; adverse events may require manual review
Macquarie Bank,Corporate / other ADI,Vacant Land Loan,18,Accepted residency/legal status required,10% demo minimum; >80% LVR extra review,"$50,000-$2,000,000",Up to 30 years,Regular verifiable income required,Must pass serviceability assessment,Acceptable credit history; adverse events may require manual review
Macquarie Bank,Corporate / other ADI,Working Capital Loan,18+ / authorised business applicant,Business/legal status must be acceptable,Contribution/security depends on facility,"$20,000-$5,000,000",Up to 15 years,Business cash flow and financials required,Business serviceability/cash-flow assessment required,Business credit assessment required
Bank of Queensland (BOQ),Corporate / other ADI,Agribusiness / Farm Loan,18+ / authorised business applicant,Business/legal status must be acceptable,Contribution/security depends on facility,"$20,000-$5,000,000",Up to 15 years,Business cash flow and financials required,Business serviceability/cash-flow assessment required,Business credit assessment required
Bank of Queensland (BOQ),Corporate / other ADI,Bridging Loan,18,Accepted residency/legal status required,10% demo minimum; >80% LVR extra review,"$50,000-$2,000,000",Up to 30 years,Regular verifiable income required,Must pass serviceability assessment,Acceptable credit history; adverse events may require manual review
Bank of Queensland (BOQ),Corporate / other ADI,Business Overdraft / Line of Credit,18+ / authorised business applicant,Business/legal status must be acceptable,Contribution/security depends on facility,"$20,000-$5,000,000",Up to 15 years,Business cash flow and financials required,Business serviceability/cash-flow assessment required,Business credit assessment required
Bank of Queensland (BOQ),Corporate / other ADI,Business Term Loan,18+ / authorised business applicant,Business/legal status must be acceptable,Contribution/security depends on facility,"$20,000-$5,000,000",Up to 15 years,Business cash flow and financials required,Business serviceability/cash-flow assessment required,Business credit assessment required
Bank of Queensland (BOQ),Corporate / other ADI,Car / Vehicle Loan,18,Accepted residency/legal status required,No deposit if unsecured; security if applicable,"$5,000-$100,000",Up to 7 years,Regular verifiable income required,Must pass affordability assessment,Acceptable credit history; adverse events may require manual review
Bank of Queensland (BOQ),Corporate / other ADI,Commercial Property Loan,18+ / authorised business applicant,Business/legal status must be acceptable,Contribution/security depends on facility,"$20,000-$5,000,000",Up to 15 years,Business cash flow and financials required,Business serviceability/cash-flow assessment required,Business credit assessment required
Bank of Queensland (BOQ),Corporate / other ADI,Commercial Real Estate Finance,Authorised corporate borrower,Corporate/legal status must be acceptable,Facility-specific collateral/leverage,"$500,000+ / negotiated",Negotiated,Audited financials and forecasts required,Debt service / covenant capacity assessed,Corporate credit assessment required
Bank of Queensland (BOQ),Corporate / other ADI,Construction Loan,18,Accepted residency/legal status required,10% demo minimum; >80% LVR extra review,"$50,000-$2,000,000",Up to 30 years,Regular verifiable income required,Must pass serviceability assessment,Acceptable credit history; adverse events may require manual review
Bank of Queensland (BOQ),Corporate / other ADI,Corporate Term Facility,Authorised corporate borrower,Corporate/legal status must be acceptable,Facility-specific collateral/leverage,"$500,000+ / negotiated",Negotiated,Audited financials and forecasts required,Debt service / covenant capacity assessed,Corporate credit assessment required
Bank of Queensland (BOQ),Corporate / other ADI,Equipment / Asset Finance,18+ / authorised business applicant,Business/legal status must be acceptable,Contribution/security depends on facility,"$20,000-$5,000,000",Up to 15 years,Business cash flow and financials required,Business serviceability/cash-flow assessment required,Business credit assessment required
Bank of Queensland (BOQ),Corporate / other ADI,First Home Buyer Loan,18,Accepted residency/legal status required,10% demo minimum; >80% LVR extra review,"$50,000-$2,000,000",Up to 30 years,Regular verifiable income required,Must pass serviceability assessment,Acceptable credit history; adverse events may require manual review
Bank of Queensland (BOQ),Corporate / other ADI,Green / Sustainability Loan,18,Accepted residency/legal status required,No deposit if unsecured; security if applicable,"$5,000-$100,000",Up to 7 years,Regular verifiable income required,Must pass affordability assessment,Acceptable credit history; adverse events may require manual review
Bank of Queensland (BOQ),Corporate / other ADI,Home Loan Refinance,18,Accepted residency/legal status required,10% demo minimum; >80% LVR extra review,"$50,000-$2,000,000",Up to 30 years,Regular verifiable income required,Must pass serviceability assessment,Acceptable credit history; adverse events may require manual review
Bank of Queensland (BOQ),Corporate / other ADI,Investment Property Loan,18,Accepted residency/legal status required,10% demo minimum; >80% LVR extra review,"$50,000-$2,000,000",Up to 30 years,Regular verifiable income required,Must pass serviceability assessment,Acceptable credit history; adverse events may require manual review
Bank of Queensland (BOQ),Corporate / other ADI,Owner-Occupied Home Loan,18,Accepted residency/legal status required,10% demo minimum; >80% LVR extra review,"$50,000-$2,000,000",Up to 30 years,Regular verifiable income required,Must pass serviceability assessment,Acceptable credit history; adverse events may require manual review
Bank of Queensland (BOQ),Corporate / other ADI,Project Finance,Authorised corporate borrower,Corporate/legal status must be acceptable,Facility-specific collateral/leverage,"$500,000+ / negotiated",Negotiated,Audited financials and forecasts required,Debt service / covenant capacity assessed,Corporate credit assessment required
Bank of Queensland (BOQ),Corporate / other ADI,Reverse Mortgage / Equity Release,18,Accepted residency/legal status required,10% demo minimum; >80% LVR extra review,"$50,000-$2,000,000",Up to 30 years,Regular verifiable income required,Must pass serviceability assessment,Acceptable credit history; adverse events may require manual review
